"gene"	"qval"
"ENSG00000171298"	"ENSG00000171298"	0.837484845228608
"ENSG00000104903"	"ENSG00000104903"	0.837529894410178
"ENSG00000133246"	"ENSG00000133246"	0.837578708966127
"ENSG00000131778"	"ENSG00000131778"	0.838185098758622
"ENSG00000135766"	"ENSG00000135766"	0.838580963399471
"ENSG00000138119"	"ENSG00000138119"	0.838655762622159
"ENSG00000223756"	"ENSG00000223756"	0.838749860607991
"ENSG00000203880"	"ENSG00000203880"	0.838762508683849
"ENSG00000136942"	"ENSG00000136942"	0.838820390467082
"ENSG00000145982"	"ENSG00000145982"	0.838828481170916
"ENSG00000137965"	"ENSG00000137965"	0.838878476059461
"ENSG00000107890"	"ENSG00000107890"	0.838889819801605
"ENSG00000197021"	"ENSG00000197021"	0.838963584268442
"ENSG00000144815"	"ENSG00000144815"	0.839002241041534
"ENSG00000160229"	"ENSG00000160229"	0.839047701934928
"ENSG00000196313"	"ENSG00000196313"	0.839123244353662
"ENSG00000048405"	"ENSG00000048405"	0.839177158320001
"ENSG00000061273"	"ENSG00000061273"	0.839180763739121
"ENSG00000109917"	"ENSG00000109917"	0.839206074558063
"ENSG00000080608"	"ENSG00000080608"	0.839465218721253
"ENSG00000073910"	"ENSG00000073910"	0.839543614068755
"ENSG00000214135"	"ENSG00000214135"	0.839586588045439
"ENSG00000117280"	"ENSG00000117280"	0.839621384308322
"ENSG00000185305"	"ENSG00000185305"	0.840110736835386
"ENSG00000205544"	"ENSG00000205544"	0.84017486719195
"ENSG00000172831"	"ENSG00000172831"	0.840275924364585
"ENSG00000134030"	"ENSG00000134030"	0.840359210599976
"ENSG00000213923"	"ENSG00000213923"	0.840508553020872
"ENSG00000115365"	"ENSG00000115365"	0.840572811423153
"ENSG00000083123"	"ENSG00000083123"	0.840730459687632
"ENSG00000150433"	"ENSG00000150433"	0.840809123713747
"ENSG00000185101"	"ENSG00000185101"	0.840825830144746
"ENSG00000165259"	"ENSG00000165259"	0.840919209680981
"ENSG00000230989"	"ENSG00000230989"	0.840968130061017
"ENSG00000146674"	"ENSG00000146674"	0.841646195468242
"ENSG00000160999"	"ENSG00000160999"	0.841661587045059
"ENSG00000107758"	"ENSG00000107758"	0.842422897207088
"ENSG00000155974"	"ENSG00000155974"	0.842476011160989
"ENSG00000196935"	"ENSG00000196935"	0.842547774417306
"ENSG00000165675"	"ENSG00000165675"	0.842773275720427
"ENSG00000172460"	"ENSG00000172460"	0.842816750867564
"ENSG00000134278"	"ENSG00000134278"	0.842999586538501
"ENSG00000123836"	"ENSG00000123836"	0.843064904811681
"ENSG00000161249"	"ENSG00000161249"	0.843288267594336
"ENSG00000119950"	"ENSG00000119950"	0.843369614328722
"ENSG00000158467"	"ENSG00000158467"	0.843685213766333
"ENSG00000083844"	"ENSG00000083844"	0.843879320776483
"ENSG00000072778"	"ENSG00000072778"	0.84391372034196
"ENSG00000215790"	"ENSG00000215790"	0.843916589336829
"ENSG00000181924"	"ENSG00000181924"	0.843931056201679
"ENSG00000065526"	"ENSG00000065526"	0.843953871514362
"ENSG00000148154"	"ENSG00000148154"	0.843963648388409
"ENSG00000271503"	"ENSG00000271503"	0.84398553570461
"ENSG00000188559"	"ENSG00000188559"	0.844019179151654
"ENSG00000125384"	"ENSG00000125384"	0.844281579564541
"ENSG00000173698"	"ENSG00000173698"	0.844461300604431
"ENSG00000174837"	"ENSG00000174837"	0.844740618599005
"ENSG00000124207"	"ENSG00000124207"	0.844814704861714
"ENSG00000266472"	"ENSG00000266472"	0.844886982209342
"ENSG00000139679"	"ENSG00000139679"	0.844920073328723
"ENSG00000145331"	"ENSG00000145331"	0.844957210454523
"ENSG00000204130"	"ENSG00000204130"	0.844998086415754
"ENSG00000268043"	"ENSG00000268043"	0.845047194470853
"ENSG00000129925"	"ENSG00000129925"	0.845086334269461
"ENSG00000140688"	"ENSG00000140688"	0.845137485217077
"ENSG00000163626"	"ENSG00000163626"	0.845187696785273
"ENSG00000162227"	"ENSG00000162227"	0.845194606390635
"ENSG00000136810"	"ENSG00000136810"	0.845246275164128
"ENSG00000160124"	"ENSG00000160124"	0.845470182424208
"ENSG00000090971"	"ENSG00000090971"	0.845653543529231
"ENSG00000163362"	"ENSG00000163362"	0.845667158565761
"ENSG00000099821"	"ENSG00000099821"	0.845744228873091
"ENSG00000215883"	"ENSG00000215883"	0.845776540542202
"ENSG00000158850"	"ENSG00000158850"	0.845780003044129
"ENSG00000103653"	"ENSG00000103653"	0.845827003271366
"ENSG00000139187"	"ENSG00000139187"	0.845910299615045
"ENSG00000110697"	"ENSG00000110697"	0.846306023275221
"ENSG00000183666"	"ENSG00000183666"	0.846376380385059
"ENSG00000130305"	"ENSG00000130305"	0.846442572065575
"ENSG00000108557"	"ENSG00000108557"	0.846769527206437
"ENSG00000197386"	"ENSG00000197386"	0.846779872023363
"ENSG00000182048"	"ENSG00000182048"	0.846822890014928
"ENSG00000167775"	"ENSG00000167775"	0.846828593722469
"ENSG00000173818"	"ENSG00000173818"	0.847640920089245
"ENSG00000168061"	"ENSG00000168061"	0.847872085229062
"ENSG00000099785"	"ENSG00000099785"	0.848408298728247
"ENSG00000136940"	"ENSG00000136940"	0.848450508629131
"ENSG00000165995"	"ENSG00000165995"	0.848457443125948
"ENSG00000158604"	"ENSG00000158604"	0.848532229412894
"ENSG00000040633"	"ENSG00000040633"	0.84861355286675
"ENSG00000087258"	"ENSG00000087258"	0.848729371171527
"ENSG00000220205"	"ENSG00000220205"	0.849154773041565
"ENSG00000134460"	"ENSG00000134460"	0.849786032043598
"ENSG00000243406"	"ENSG00000243406"	0.849801713840806
"ENSG00000253710"	"ENSG00000253710"	0.849892985775377
"ENSG00000197121"	"ENSG00000197121"	0.849953537661781
"ENSG00000138386"	"ENSG00000138386"	0.849961295274941
"ENSG00000089289"	"ENSG00000089289"	0.849964128054417
"ENSG00000121957"	"ENSG00000121957"	0.850006502169178
"ENSG00000169231"	"ENSG00000169231"	0.850021889190907
"ENSG00000063169"	"ENSG00000063169"	0.850023010067842
"ENSG00000187210"	"ENSG00000187210"	0.850042806080048
"ENSG00000087008"	"ENSG00000087008"	0.850121126911043
"ENSG00000164970"	"ENSG00000164970"	0.850224139758754
"ENSG00000165916"	"ENSG00000165916"	0.850812202562345
"ENSG00000142669"	"ENSG00000142669"	0.850913714442845
"ENSG00000130313"	"ENSG00000130313"	0.851217730493614
"ENSG00000170312"	"ENSG00000170312"	0.852217998936509
"ENSG00000168060"	"ENSG00000168060"	0.852320025277937
"ENSG00000100473"	"ENSG00000100473"	0.852360485035565
"ENSG00000159110"	"ENSG00000159110"	0.852434362978222
"ENSG00000144468"	"ENSG00000144468"	0.85249189615283
"ENSG00000128908"	"ENSG00000128908"	0.852496864392379
"ENSG00000166963"	"ENSG00000166963"	0.85316386931356
"ENSG00000113845"	"ENSG00000113845"	0.853170498641678
"ENSG00000166171"	"ENSG00000166171"	0.853504482953466
"ENSG00000167641"	"ENSG00000167641"	0.854260897030457
"ENSG00000246705"	"ENSG00000246705"	0.855093462050475
"ENSG00000239969"	"ENSG00000239969"	0.855444851851706
"ENSG00000139684"	"ENSG00000139684"	0.855479340684108
"ENSG00000197128"	"ENSG00000197128"	0.855501072482234
"ENSG00000007038"	"ENSG00000007038"	0.855508822690242
"ENSG00000164219"	"ENSG00000164219"	0.85558338044851
"ENSG00000242498"	"ENSG00000242498"	0.855634163303123
"ENSG00000182534"	"ENSG00000182534"	0.855790446797779
"ENSG00000198380"	"ENSG00000198380"	0.855829272489739
"ENSG00000182325"	"ENSG00000182325"	0.855901359228432
"ENSG00000127191"	"ENSG00000127191"	0.855955519378917
"ENSG00000142794"	"ENSG00000142794"	0.856015752195204
"ENSG00000131943"	"ENSG00000131943"	0.856439688389062
"ENSG00000131398"	"ENSG00000131398"	0.856458671084038
"ENSG00000092445"	"ENSG00000092445"	0.856753979154391
"ENSG00000177917"	"ENSG00000177917"	0.856821798690357
"ENSG00000256340"	"ENSG00000256340"	0.856829461159739
"ENSG00000273841"	"ENSG00000273841"	0.856841221764502
"ENSG00000240370"	"ENSG00000240370"	0.85692898281095
"ENSG00000197808"	"ENSG00000197808"	0.856961139608045
"ENSG00000086619"	"ENSG00000086619"	0.857009628617615
"ENSG00000135801"	"ENSG00000135801"	0.857074403717689
"ENSG00000008283"	"ENSG00000008283"	0.857079296004848
"ENSG00000214706"	"ENSG00000214706"	0.85708097210488
"ENSG00000099250"	"ENSG00000099250"	0.857761953391699
"ENSG00000103152"	"ENSG00000103152"	0.858268474761517
"ENSG00000167555"	"ENSG00000167555"	0.858346885072871
"ENSG00000177042"	"ENSG00000177042"	0.858526059615479
"ENSG00000100422"	"ENSG00000100422"	0.858618137289608
"ENSG00000167077"	"ENSG00000167077"	0.858632803524407
"ENSG00000121073"	"ENSG00000121073"	0.858671320224061
"ENSG00000275464"	"ENSG00000275464"	0.858694644809042
"ENSG00000145632"	"ENSG00000145632"	0.858769422602804
"ENSG00000105771"	"ENSG00000105771"	0.858771806963184
"ENSG00000025708"	"ENSG00000025708"	0.858781257948647
"ENSG00000163995"	"ENSG00000163995"	0.858806943050982
"ENSG00000077235"	"ENSG00000077235"	0.858810624980212
"ENSG00000183479"	"ENSG00000183479"	0.858840087099756
"ENSG00000158186"	"ENSG00000158186"	0.858872947347355
"ENSG00000158864"	"ENSG00000158864"	0.85887561679511
"ENSG00000235505"	"ENSG00000235505"	0.858920278316908
"ENSG00000157837"	"ENSG00000157837"	0.858945995210216
"ENSG00000188612"	"ENSG00000188612"	0.85904901116313
"ENSG00000173451"	"ENSG00000173451"	0.85917769700203
"ENSG00000106080"	"ENSG00000106080"	0.859225189719274
"ENSG00000182247"	"ENSG00000182247"	0.859558146757596
"ENSG00000148334"	"ENSG00000148334"	0.859567967145264
"ENSG00000173145"	"ENSG00000173145"	0.859607328744596
"ENSG00000118620"	"ENSG00000118620"	0.859797601305984
"ENSG00000114745"	"ENSG00000114745"	0.860009952949466
"ENSG00000172331"	"ENSG00000172331"	0.860096578571271
"ENSG00000111652"	"ENSG00000111652"	0.860409994754804
"ENSG00000104814"	"ENSG00000104814"	0.861100740846252
"ENSG00000204209"	"ENSG00000204209"	0.861184287397194
"ENSG00000112877"	"ENSG00000112877"	0.861450499305468
"ENSG00000112367"	"ENSG00000112367"	0.861484139717104
"ENSG00000171148"	"ENSG00000171148"	0.861504740132846
"ENSG00000198336"	"ENSG00000198336"	0.861549535429148
"ENSG00000213145"	"ENSG00000213145"	0.861857450123841
"ENSG00000092529"	"ENSG00000092529"	0.862538607323365
"ENSG00000224383"	"ENSG00000224383"	0.863842302651078
"ENSG00000105429"	"ENSG00000105429"	0.864351630334333
"ENSG00000142655"	"ENSG00000142655"	0.86448952374618
"ENSG00000109762"	"ENSG00000109762"	0.864549081355582
"ENSG00000083828"	"ENSG00000083828"	0.86464238219496
"ENSG00000123297"	"ENSG00000123297"	0.864658425090588
"ENSG00000085662"	"ENSG00000085662"	0.864671251893493
"ENSG00000213079"	"ENSG00000213079"	0.864942103683136
"ENSG00000269556"	"ENSG00000269556"	0.865012779762253
"ENSG00000169738"	"ENSG00000169738"	0.865027812188076
"ENSG00000139278"	"ENSG00000139278"	0.865111514163628
"ENSG00000167972"	"ENSG00000167972"	0.86511335192895
"ENSG00000182472"	"ENSG00000182472"	0.865131599241235
"ENSG00000087152"	"ENSG00000087152"	0.865181108657675
"ENSG00000204677"	"ENSG00000204677"	0.865265956700126
"ENSG00000148843"	"ENSG00000148843"	0.865813016279564
"ENSG00000187609"	"ENSG00000187609"	0.86584453461705
"ENSG00000082293"	"ENSG00000082293"	0.865853100144674
"ENSG00000138073"	"ENSG00000138073"	0.865874536157392
"ENSG00000115946"	"ENSG00000115946"	0.865878534881353
"ENSG00000064989"	"ENSG00000064989"	0.865888766841659
"ENSG00000117425"	"ENSG00000117425"	0.865890845126858
"ENSG00000121552"	"ENSG00000121552"	0.865983507696279
"ENSG00000108370"	"ENSG00000108370"	0.866048556128461
"ENSG00000160191"	"ENSG00000160191"	0.866065306158481
"ENSG00000140386"	"ENSG00000140386"	0.866166129730557
"ENSG00000164823"	"ENSG00000164823"	0.866197603743443
"ENSG00000154188"	"ENSG00000154188"	0.866225090161902
"ENSG00000118420"	"ENSG00000118420"	0.866243696229035
"ENSG00000011405"	"ENSG00000011405"	0.866297652910795
"ENSG00000213563"	"ENSG00000213563"	0.86630228507719
"ENSG00000081154"	"ENSG00000081154"	0.866341265478663
"ENSG00000142188"	"ENSG00000142188"	0.866395577164797
"ENSG00000229809"	"ENSG00000229809"	0.866449536681658
"ENSG00000090013"	"ENSG00000090013"	0.866710013281097
"ENSG00000110514"	"ENSG00000110514"	0.866879895102735
"ENSG00000136870"	"ENSG00000136870"	0.866909816206735
"ENSG00000245680"	"ENSG00000245680"	0.866980441751422
"ENSG00000178952"	"ENSG00000178952"	0.867010953932762
"ENSG00000204946"	"ENSG00000204946"	0.867077152589676
"ENSG00000100941"	"ENSG00000100941"	0.867328698976736
"ENSG00000118894"	"ENSG00000118894"	0.867725395087996
"ENSG00000171617"	"ENSG00000171617"	0.867775652941463
"ENSG00000114650"	"ENSG00000114650"	0.867823020298772
"ENSG00000179406"	"ENSG00000179406"	0.867832743241198
"ENSG00000166448"	"ENSG00000166448"	0.868016044330787
"ENSG00000116095"	"ENSG00000116095"	0.868137428375139
"ENSG00000161013"	"ENSG00000161013"	0.868188912890425
"ENSG00000139291"	"ENSG00000139291"	0.868283841458609
"ENSG00000164182"	"ENSG00000164182"	0.869309999797669
"ENSG00000010318"	"ENSG00000010318"	0.869406686739493
"ENSG00000004059"	"ENSG00000004059"	0.8696773654152
"ENSG00000163923"	"ENSG00000163923"	0.869771119625975
"ENSG00000064763"	"ENSG00000064763"	0.870340987736689
"ENSG00000198783"	"ENSG00000198783"	0.870451971251656
"ENSG00000136936"	"ENSG00000136936"	0.870498205569288
"ENSG00000185495"	"ENSG00000185495"	0.870500354884378
"ENSG00000159915"	"ENSG00000159915"	0.870539836384054
"ENSG00000104979"	"ENSG00000104979"	0.870617974259377
"ENSG00000148343"	"ENSG00000148343"	0.870619419421138
"ENSG00000176092"	"ENSG00000176092"	0.870672174323893
"ENSG00000101654"	"ENSG00000101654"	0.870675081079886
"ENSG00000100577"	"ENSG00000100577"	0.870710514137775
"ENSG00000161955"	"ENSG00000161955"	0.870891805427863
"ENSG00000214022"	"ENSG00000214022"	0.870913974925024
"ENSG00000156958"	"ENSG00000156958"	0.870954786785097
"ENSG00000266865"	"ENSG00000266865"	0.870974966017824
"ENSG00000203896"	"ENSG00000203896"	0.871046160490753
"ENSG00000151292"	"ENSG00000151292"	0.87110127973042
"ENSG00000005206"	"ENSG00000005206"	0.871369028759426
"ENSG00000124155"	"ENSG00000124155"	0.87140960958848
"ENSG00000103187"	"ENSG00000103187"	0.871489400493446
"ENSG00000071894"	"ENSG00000071894"	0.871522978195626
"ENSG00000126249"	"ENSG00000126249"	0.871948400832512
"ENSG00000148291"	"ENSG00000148291"	0.872096956621045
"ENSG00000133317"	"ENSG00000133317"	0.872152942642247
"ENSG00000135049"	"ENSG00000135049"	0.872882135981425
"ENSG00000225828"	"ENSG00000225828"	0.873444769506509
"ENSG00000133704"	"ENSG00000133704"	0.873520974301188
"ENSG00000165118"	"ENSG00000165118"	0.873713705714896
"ENSG00000130204"	"ENSG00000130204"	0.873783657457794
"ENSG00000071575"	"ENSG00000071575"	0.873831517410332
"ENSG00000110063"	"ENSG00000110063"	0.873855581584299
"ENSG00000171860"	"ENSG00000171860"	0.873938697072206
"ENSG00000157600"	"ENSG00000157600"	0.87398781735522
"ENSG00000140543"	"ENSG00000140543"	0.874058841611611
"ENSG00000170430"	"ENSG00000170430"	0.874135750932983
"ENSG00000064393"	"ENSG00000064393"	0.875180630919235
"ENSG00000248329"	"ENSG00000248329"	0.875242970768344
"ENSG00000107331"	"ENSG00000107331"	0.875433816019321
"ENSG00000067334"	"ENSG00000067334"	0.875439509186942
"ENSG00000146425"	"ENSG00000146425"	0.875456594289108
"ENSG00000185596"	"ENSG00000185596"	0.875512480068743
"ENSG00000078053"	"ENSG00000078053"	0.875521468591564
"ENSG00000126705"	"ENSG00000126705"	0.875523654236763
"ENSG00000205220"	"ENSG00000205220"	0.875566347291055
"ENSG00000008838"	"ENSG00000008838"	0.875567934194458
"ENSG00000204444"	"ENSG00000204444"	0.875612775775683
"ENSG00000092330"	"ENSG00000092330"	0.875648771873462
"ENSG00000219626"	"ENSG00000219626"	0.875679186282865
"ENSG00000162144"	"ENSG00000162144"	0.875708433097669
"ENSG00000149554"	"ENSG00000149554"	0.875747913611186
"ENSG00000205208"	"ENSG00000205208"	0.875793258524466
"ENSG00000174327"	"ENSG00000174327"	0.875799987230303
"ENSG00000116586"	"ENSG00000116586"	0.875827610793211
"ENSG00000111300"	"ENSG00000111300"	0.8758506890598
"ENSG00000119401"	"ENSG00000119401"	0.875856210701425
"ENSG00000075702"	"ENSG00000075702"	0.875858718817619
"ENSG00000107185"	"ENSG00000107185"	0.875873106885391
"ENSG00000116750"	"ENSG00000116750"	0.875915785233147
"ENSG00000164442"	"ENSG00000164442"	0.875932763478321
"ENSG00000130244"	"ENSG00000130244"	0.875955409372713
"ENSG00000101425"	"ENSG00000101425"	0.875957071485946
"ENSG00000131269"	"ENSG00000131269"	0.876745870265357
"ENSG00000101413"	"ENSG00000101413"	0.876958572392421
"ENSG00000136518"	"ENSG00000136518"	0.876975291293554
"ENSG00000135829"	"ENSG00000135829"	0.876987453116189
"ENSG00000175287"	"ENSG00000175287"	0.877038356566174
"ENSG00000151414"	"ENSG00000151414"	0.877083860191805
"ENSG00000165309"	"ENSG00000165309"	0.877326282084771
"ENSG00000177628"	"ENSG00000177628"	0.877373785852846
"ENSG00000130749"	"ENSG00000130749"	0.877521117622165
"ENSG00000168389"	"ENSG00000168389"	0.877615973954336
"ENSG00000048342"	"ENSG00000048342"	0.877933521427855
"ENSG00000126953"	"ENSG00000126953"	0.878021692786608
"ENSG00000104973"	"ENSG00000104973"	0.878342158615308
"ENSG00000141101"	"ENSG00000141101"	0.878389855175725
"ENSG00000213599"	"ENSG00000213599"	0.878461754917029
"ENSG00000128596"	"ENSG00000128596"	0.878638355871083
"ENSG00000160293"	"ENSG00000160293"	0.878693670301871
"ENSG00000072310"	"ENSG00000072310"	0.878728957931695
"ENSG00000131724"	"ENSG00000131724"	0.878821549246439
"ENSG00000138606"	"ENSG00000138606"	0.879011193810679
"ENSG00000110880"	"ENSG00000110880"	0.879076213169832
"ENSG00000148308"	"ENSG00000148308"	0.879107019944249
"ENSG00000141580"	"ENSG00000141580"	0.879145545067852
"ENSG00000171970"	"ENSG00000171970"	0.879304660330411
"ENSG00000215301"	"ENSG00000215301"	0.879356598524535
"ENSG00000185842"	"ENSG00000185842"	0.879365056313537
"ENSG00000163510"	"ENSG00000163510"	0.87942151202956
"ENSG00000171241"	"ENSG00000171241"	0.879609779378754
"ENSG00000133466"	"ENSG00000133466"	0.879917333819442
"ENSG00000173486"	"ENSG00000173486"	0.879939503324423
"ENSG00000171314"	"ENSG00000171314"	0.8799487942015
"ENSG00000092421"	"ENSG00000092421"	0.879997572940031
"ENSG00000062194"	"ENSG00000062194"	0.880840688599511
"ENSG00000137404"	"ENSG00000137404"	0.880953639368796
"ENSG00000149932"	"ENSG00000149932"	0.880997815674173
"ENSG00000163534"	"ENSG00000163534"	0.881068940655566
"ENSG00000170142"	"ENSG00000170142"	0.881118954039569
"ENSG00000116157"	"ENSG00000116157"	0.881155699133136
"ENSG00000122986"	"ENSG00000122986"	0.881477497254514
"ENSG00000168116"	"ENSG00000168116"	0.881507226618339
"ENSG00000102890"	"ENSG00000102890"	0.881517322217483
"ENSG00000119917"	"ENSG00000119917"	0.88161239258262
"ENSG00000185261"	"ENSG00000185261"	0.881892688374176
"ENSG00000119699"	"ENSG00000119699"	0.881918055671401
"ENSG00000141068"	"ENSG00000141068"	0.881930374025984
"ENSG00000145386"	"ENSG00000145386"	0.882604311072872
"ENSG00000173272"	"ENSG00000173272"	0.882778458191547
"ENSG00000168661"	"ENSG00000168661"	0.882840462302156
"ENSG00000115904"	"ENSG00000115904"	0.882916626535866
"ENSG00000179240"	"ENSG00000179240"	0.882930439914934
"ENSG00000166664"	"ENSG00000166664"	0.883162915455414
"ENSG00000183283"	"ENSG00000183283"	0.883676962500142
"ENSG00000165805"	"ENSG00000165805"	0.883677495325813
"ENSG00000204634"	"ENSG00000204634"	0.88372350266708
"ENSG00000138698"	"ENSG00000138698"	0.883731837994923
"ENSG00000242294"	"ENSG00000242294"	0.883763622634098
"ENSG00000116983"	"ENSG00000116983"	0.883796461164276
"ENSG00000162402"	"ENSG00000162402"	0.883810714195036
"ENSG00000150401"	"ENSG00000150401"	0.883995003422085
"ENSG00000185621"	"ENSG00000185621"	0.884140059392364
"ENSG00000171723"	"ENSG00000171723"	0.884284013909207
"ENSG00000140749"	"ENSG00000140749"	0.884335189787581
"ENSG00000170145"	"ENSG00000170145"	0.884349034216016
"ENSG00000105290"	"ENSG00000105290"	0.884356365631669
"ENSG00000140474"	"ENSG00000140474"	0.88436639166
"ENSG00000137449"	"ENSG00000137449"	0.884371448782834
"ENSG00000109919"	"ENSG00000109919"	0.88439262857193
"ENSG00000140859"	"ENSG00000140859"	0.88441093048817
"ENSG00000107566"	"ENSG00000107566"	0.884413105408422
"ENSG00000158578"	"ENSG00000158578"	0.884428502603514
"ENSG00000141404"	"ENSG00000141404"	0.884556267767743
"ENSG00000006715"	"ENSG00000006715"	0.884955345102012
"ENSG00000124588"	"ENSG00000124588"	0.885081314944664
"ENSG00000214413"	"ENSG00000214413"	0.885250249992016
"ENSG00000100439"	"ENSG00000100439"	0.885444042602243
"ENSG00000144792"	"ENSG00000144792"	0.885584196104953
"ENSG00000125962"	"ENSG00000125962"	0.885716409984939
"ENSG00000162620"	"ENSG00000162620"	0.885779675610671
"ENSG00000215472"	"ENSG00000215472"	0.885837175919574
"ENSG00000111875"	"ENSG00000111875"	0.885870617706249
"ENSG00000227304"	"ENSG00000227304"	0.886050889574435
"ENSG00000136828"	"ENSG00000136828"	0.886746062727947
"ENSG00000164305"	"ENSG00000164305"	0.886898557472886
"ENSG00000174231"	"ENSG00000174231"	0.887192574117675
"ENSG00000105755"	"ENSG00000105755"	0.887206227701389
"ENSG00000152942"	"ENSG00000152942"	0.887682801077807
"ENSG00000082641"	"ENSG00000082641"	0.887746157963224
"ENSG00000182621"	"ENSG00000182621"	0.88775104483623
"ENSG00000177663"	"ENSG00000177663"	0.887811675913447
"ENSG00000162430"	"ENSG00000162430"	0.887827659273292
"ENSG00000165698"	"ENSG00000165698"	0.887891933518963
"ENSG00000133739"	"ENSG00000133739"	0.888060123067341
"ENSG00000128513"	"ENSG00000128513"	0.888185914017018
"ENSG00000165025"	"ENSG00000165025"	0.888568555871109
"ENSG00000173890"	"ENSG00000173890"	0.888690849633785
"ENSG00000180902"	"ENSG00000180902"	0.888703836936149
"ENSG00000104774"	"ENSG00000104774"	0.888721333782892
"ENSG00000167553"	"ENSG00000167553"	0.888795346157563
"ENSG00000188343"	"ENSG00000188343"	0.888937120702584
"ENSG00000089177"	"ENSG00000089177"	0.889121876908398
"ENSG00000064601"	"ENSG00000064601"	0.889640635271651
"ENSG00000137504"	"ENSG00000137504"	0.890034753764152
"ENSG00000182853"	"ENSG00000182853"	0.890180110840319
"ENSG00000123552"	"ENSG00000123552"	0.890365840721661
"ENSG00000215302"	"ENSG00000215302"	0.890386958776858
"ENSG00000109171"	"ENSG00000109171"	0.890408311504744
"ENSG00000188342"	"ENSG00000188342"	0.8906181913372
"ENSG00000185760"	"ENSG00000185760"	0.890678571400754
"ENSG00000105486"	"ENSG00000105486"	0.890719725186235
"ENSG00000149346"	"ENSG00000149346"	0.890800863180529
"ENSG00000162378"	"ENSG00000162378"	0.89088122375122
"ENSG00000142634"	"ENSG00000142634"	0.890955670448297
"ENSG00000106565"	"ENSG00000106565"	0.891003835680861
"ENSG00000185453"	"ENSG00000185453"	0.891031280188365
"ENSG00000151689"	"ENSG00000151689"	0.891794800173917
"ENSG00000078177"	"ENSG00000078177"	0.892396527541916
"ENSG00000068784"	"ENSG00000068784"	0.892541955382176
"ENSG00000099364"	"ENSG00000099364"	0.89279464231788
"ENSG00000028839"	"ENSG00000028839"	0.892829728698902
"ENSG00000140553"	"ENSG00000140553"	0.892854822695522
"ENSG00000187257"	"ENSG00000187257"	0.892934625497827
"ENSG00000143322"	"ENSG00000143322"	0.89295980126048
"ENSG00000100979"	"ENSG00000100979"	0.893080477878697
"ENSG00000136908"	"ENSG00000136908"	0.893245782832423
"ENSG00000093144"	"ENSG00000093144"	0.893287477854556
"ENSG00000005700"	"ENSG00000005700"	0.89330535787049
"ENSG00000204519"	"ENSG00000204519"	0.893332361510847
"ENSG00000122543"	"ENSG00000122543"	0.893337369820133
"ENSG00000170004"	"ENSG00000170004"	0.893755876847049
"ENSG00000158525"	"ENSG00000158525"	0.893804962595373
"ENSG00000148484"	"ENSG00000148484"	0.894106309890018
"ENSG00000060762"	"ENSG00000060762"	0.894316264003979
"ENSG00000104375"	"ENSG00000104375"	0.894481140775785
"ENSG00000164244"	"ENSG00000164244"	0.894805057353932
"ENSG00000187736"	"ENSG00000187736"	0.894921175489232
"ENSG00000183309"	"ENSG00000183309"	0.895041234968173
"ENSG00000155287"	"ENSG00000155287"	0.89510346551064
"ENSG00000142459"	"ENSG00000142459"	0.895134206910517
"ENSG00000186230"	"ENSG00000186230"	0.895449843701661
"ENSG00000140057"	"ENSG00000140057"	0.895527444736799
"ENSG00000153885"	"ENSG00000153885"	0.896341353958576
"ENSG00000198677"	"ENSG00000198677"	0.896355043122921
"ENSG00000131188"	"ENSG00000131188"	0.89642805256199
"ENSG00000172824"	"ENSG00000172824"	0.896453875809725
"ENSG00000164120"	"ENSG00000164120"	0.896483102139346
"ENSG00000161888"	"ENSG00000161888"	0.896500238622107
"ENSG00000100036"	"ENSG00000100036"	0.896552054022357
"ENSG00000213064"	"ENSG00000213064"	0.896569074861824
"ENSG00000160447"	"ENSG00000160447"	0.897394893250383
"ENSG00000138758"	"ENSG00000138758"	0.897497115061418
"ENSG00000160094"	"ENSG00000160094"	0.89755262178689
"ENSG00000167106"	"ENSG00000167106"	0.898233385650235
"ENSG00000181885"	"ENSG00000181885"	0.898243490843359
"ENSG00000174840"	"ENSG00000174840"	0.89847136984816
"ENSG00000133835"	"ENSG00000133835"	0.898480688541004
"ENSG00000165644"	"ENSG00000165644"	0.898502503238494
"ENSG00000166454"	"ENSG00000166454"	0.898527809555338
"ENSG00000107789"	"ENSG00000107789"	0.898534173044597
"ENSG00000171316"	"ENSG00000171316"	0.898596803116023
"ENSG00000122034"	"ENSG00000122034"	0.898614201352782
"ENSG00000069943"	"ENSG00000069943"	0.898656619590217
"ENSG00000197217"	"ENSG00000197217"	0.898675128127952
"ENSG00000171604"	"ENSG00000171604"	0.898675240866098
"ENSG00000181826"	"ENSG00000181826"	0.89870683767914
"ENSG00000081923"	"ENSG00000081923"	0.898722881145977
"ENSG00000069275"	"ENSG00000069275"	0.898731875288325
"ENSG00000116251"	"ENSG00000116251"	0.898737816358105
"ENSG00000112234"	"ENSG00000112234"	0.89874205354899
"ENSG00000162976"	"ENSG00000162976"	0.898746097073995
"ENSG00000168811"	"ENSG00000168811"	0.898751938053571
"ENSG00000227500"	"ENSG00000227500"	0.898776063385754
"ENSG00000171262"	"ENSG00000171262"	0.898778953971607
"ENSG00000154309"	"ENSG00000154309"	0.898800949012618
"ENSG00000166582"	"ENSG00000166582"	0.89885560208585
"ENSG00000091879"	"ENSG00000091879"	0.898870317696579
"ENSG00000129680"	"ENSG00000129680"	0.898871333051326
