"gene"	"qval"
"ENSG00000197555"	"ENSG00000197555"	0.0671338160002469
"ENSG00000011600"	"ENSG00000011600"	0.067177213202792
"ENSG00000170298"	"ENSG00000170298"	0.0672333859878385
"ENSG00000114904"	"ENSG00000114904"	0.0672974451578383
"ENSG00000163541"	"ENSG00000163541"	0.0673078553882065
"ENSG00000137731"	"ENSG00000137731"	0.0673102235011425
"ENSG00000104946"	"ENSG00000104946"	0.0673178095345184
"ENSG00000120526"	"ENSG00000120526"	0.0674057629501924
"ENSG00000131236"	"ENSG00000131236"	0.0675046933299031
"ENSG00000166260"	"ENSG00000166260"	0.0675062552474357
"ENSG00000109118"	"ENSG00000109118"	0.0678671940921697
"ENSG00000127528"	"ENSG00000127528"	0.0679351364120275
"ENSG00000075239"	"ENSG00000075239"	0.0679362449285699
"ENSG00000079616"	"ENSG00000079616"	0.0680194865691003
"ENSG00000158552"	"ENSG00000158552"	0.068032593668304
"ENSG00000063601"	"ENSG00000063601"	0.0680393121642841
"ENSG00000129128"	"ENSG00000129128"	0.0680463860022397
"ENSG00000133961"	"ENSG00000133961"	0.0680532128273647
"ENSG00000107742"	"ENSG00000107742"	0.0680536231845678
"ENSG00000100425"	"ENSG00000100425"	0.0680627522734156
"ENSG00000134545"	"ENSG00000134545"	0.0681004070566853
"ENSG00000284934"	"ENSG00000284934"	0.0681086862391593
"ENSG00000066813"	"ENSG00000066813"	0.0681515245433857
"ENSG00000137073"	"ENSG00000137073"	0.0684131221650277
"ENSG00000198960"	"ENSG00000198960"	0.068557006793127
"ENSG00000137806"	"ENSG00000137806"	0.068585382286557
"ENSG00000143376"	"ENSG00000143376"	0.0687581323347467
"ENSG00000204922"	"ENSG00000204922"	0.0688200505806559
"ENSG00000124225"	"ENSG00000124225"	0.0688268922674725
"ENSG00000197451"	"ENSG00000197451"	0.0688295685018685
"ENSG00000110619"	"ENSG00000110619"	0.0688391669999904
"ENSG00000147804"	"ENSG00000147804"	0.0688734035877842
"ENSG00000080189"	"ENSG00000080189"	0.069104218878641
"ENSG00000160712"	"ENSG00000160712"	0.0692191640812616
"ENSG00000111647"	"ENSG00000111647"	0.0693198815477605
"ENSG00000059915"	"ENSG00000059915"	0.0694245438298298
"ENSG00000090372"	"ENSG00000090372"	0.0694818829987706
"ENSG00000198373"	"ENSG00000198373"	0.0694824724819189
"ENSG00000181038"	"ENSG00000181038"	0.0696709930506886
"ENSG00000157916"	"ENSG00000157916"	0.0696722545730705
"ENSG00000231500"	"ENSG00000231500"	0.0697745421573936
"ENSG00000033170"	"ENSG00000033170"	0.0697757672917706
"ENSG00000135441"	"ENSG00000135441"	0.0697967380891627
"ENSG00000072042"	"ENSG00000072042"	0.0698012175828814
"ENSG00000160948"	"ENSG00000160948"	0.0698565784950035
"ENSG00000119541"	"ENSG00000119541"	0.0699321186621435
"ENSG00000166471"	"ENSG00000166471"	0.0699698176738866
"ENSG00000102897"	"ENSG00000102897"	0.0699894672716751
"ENSG00000105516"	"ENSG00000105516"	0.0701096240926644
"ENSG00000179344"	"ENSG00000179344"	0.0701826921962218
"ENSG00000005020"	"ENSG00000005020"	0.0703265278499932
"ENSG00000116954"	"ENSG00000116954"	0.0704045302261003
"ENSG00000110917"	"ENSG00000110917"	0.0704223123169755
"ENSG00000115677"	"ENSG00000115677"	0.0704255986356787
"ENSG00000178425"	"ENSG00000178425"	0.0704487688972578
"ENSG00000113638"	"ENSG00000113638"	0.0704525325772502
"ENSG00000148362"	"ENSG00000148362"	0.0704531794079923
"ENSG00000158941"	"ENSG00000158941"	0.0704591887513797
"ENSG00000179218"	"ENSG00000179218"	0.0706194330428892
"ENSG00000100934"	"ENSG00000100934"	0.0706902925275086
"ENSG00000009844"	"ENSG00000009844"	0.0708653837100471
"ENSG00000100911"	"ENSG00000100911"	0.0710413125105008
"ENSG00000180448"	"ENSG00000180448"	0.0711081328380531
"ENSG00000123609"	"ENSG00000123609"	0.0711119493760553
"ENSG00000072062"	"ENSG00000072062"	0.0711284187661872
"ENSG00000123395"	"ENSG00000123395"	0.0711349701272727
"ENSG00000075624"	"ENSG00000075624"	0.0711410174158112
"ENSG00000134352"	"ENSG00000134352"	0.0711438557743978
"ENSG00000160256"	"ENSG00000160256"	0.071189183869201
"ENSG00000185650"	"ENSG00000185650"	0.0714090343548123
"ENSG00000173575"	"ENSG00000173575"	0.0714148354063756
"ENSG00000234585"	"ENSG00000234585"	0.0714687650109687
"ENSG00000184203"	"ENSG00000184203"	0.0717949389697746
"ENSG00000183401"	"ENSG00000183401"	0.0721936775417812
"ENSG00000196735"	"ENSG00000196735"	0.0722391105872716
"ENSG00000163701"	"ENSG00000163701"	0.0722808588185558
"ENSG00000092203"	"ENSG00000092203"	0.0722908645880532
"ENSG00000184216"	"ENSG00000184216"	0.0723579239428903
"ENSG00000156170"	"ENSG00000156170"	0.0723630578181515
"ENSG00000151348"	"ENSG00000151348"	0.072376850198294
"ENSG00000148834"	"ENSG00000148834"	0.0724745852811424
"ENSG00000176623"	"ENSG00000176623"	0.0724833622449508
"ENSG00000039523"	"ENSG00000039523"	0.0725052254902626
"ENSG00000166411"	"ENSG00000166411"	0.0725236949322641
"ENSG00000153391"	"ENSG00000153391"	0.0725450282475804
"ENSG00000160111"	"ENSG00000160111"	0.0725593095109396
"ENSG00000161057"	"ENSG00000161057"	0.0728781863747874
"ENSG00000069667"	"ENSG00000069667"	0.072946174162397
"ENSG00000196466"	"ENSG00000196466"	0.0734288074394235
"ENSG00000136279"	"ENSG00000136279"	0.0734302418452354
"ENSG00000108094"	"ENSG00000108094"	0.0735386502328359
"ENSG00000072609"	"ENSG00000072609"	0.0735452023920415
"ENSG00000250305"	"ENSG00000250305"	0.073547034197309
"ENSG00000162434"	"ENSG00000162434"	0.0735472531182854
"ENSG00000135541"	"ENSG00000135541"	0.0735540888506214
"ENSG00000128271"	"ENSG00000128271"	0.0737207095071798
"ENSG00000176124"	"ENSG00000176124"	0.0737457291358641
"ENSG00000076248"	"ENSG00000076248"	0.0739362606261329
"ENSG00000130723"	"ENSG00000130723"	0.074045813063846
"ENSG00000160183"	"ENSG00000160183"	0.0742127885467034
"ENSG00000274114"	"ENSG00000274114"	0.0742465196021932
"ENSG00000165775"	"ENSG00000165775"	0.0742664512596911
"ENSG00000198000"	"ENSG00000198000"	0.0742935190625726
"ENSG00000001084"	"ENSG00000001084"	0.0743713020324372
"ENSG00000074935"	"ENSG00000074935"	0.0743791787812916
"ENSG00000156504"	"ENSG00000156504"	0.074506654260159
"ENSG00000265491"	"ENSG00000265491"	0.0746307015319892
"ENSG00000005156"	"ENSG00000005156"	0.0747119975363989
"ENSG00000122674"	"ENSG00000122674"	0.0747132746517159
"ENSG00000127948"	"ENSG00000127948"	0.0747156274446712
"ENSG00000175137"	"ENSG00000175137"	0.0747641773383126
"ENSG00000112031"	"ENSG00000112031"	0.0747775978925771
"ENSG00000167085"	"ENSG00000167085"	0.0748025000897354
"ENSG00000159433"	"ENSG00000159433"	0.0752045909045675
"ENSG00000166801"	"ENSG00000166801"	0.0752241911789569
"ENSG00000213516"	"ENSG00000213516"	0.0752398520779922
"ENSG00000144524"	"ENSG00000144524"	0.0752591232953244
"ENSG00000141627"	"ENSG00000141627"	0.0752785667687898
"ENSG00000155957"	"ENSG00000155957"	0.0752976736349176
"ENSG00000073737"	"ENSG00000073737"	0.0755278345987836
"ENSG00000141873"	"ENSG00000141873"	0.075564773983055
"ENSG00000276291"	"ENSG00000276291"	0.075573250665217
"ENSG00000157020"	"ENSG00000157020"	0.0757321368491426
"ENSG00000140280"	"ENSG00000140280"	0.0759653198359947
"ENSG00000130826"	"ENSG00000130826"	0.0762701726634063
"ENSG00000142173"	"ENSG00000142173"	0.076296426759865
"ENSG00000198947"	"ENSG00000198947"	0.0763692267866281
"ENSG00000070785"	"ENSG00000070785"	0.0763724594821243
"ENSG00000138593"	"ENSG00000138593"	0.0763730482455099
"ENSG00000166484"	"ENSG00000166484"	0.0763758658853495
"ENSG00000176095"	"ENSG00000176095"	0.0764029378121393
"ENSG00000137055"	"ENSG00000137055"	0.0765513514742713
"ENSG00000107643"	"ENSG00000107643"	0.0766007722271232
"ENSG00000170921"	"ENSG00000170921"	0.0766068191219883
"ENSG00000164654"	"ENSG00000164654"	0.0766923259465101
"ENSG00000155508"	"ENSG00000155508"	0.0766940209609377
"ENSG00000040275"	"ENSG00000040275"	0.0768764263191036
"ENSG00000151466"	"ENSG00000151466"	0.0769207325529036
"ENSG00000123992"	"ENSG00000123992"	0.077193450036659
"ENSG00000164117"	"ENSG00000164117"	0.0772101435322022
"ENSG00000156171"	"ENSG00000156171"	0.0772110153907437
"ENSG00000100591"	"ENSG00000100591"	0.0772137498843473
"ENSG00000126561"	"ENSG00000126561"	0.0772161449648343
"ENSG00000128928"	"ENSG00000128928"	0.0773337687479708
"ENSG00000204482"	"ENSG00000204482"	0.077480538612141
"ENSG00000185728"	"ENSG00000185728"	0.077492788127768
"ENSG00000185033"	"ENSG00000185033"	0.0774993958251725
"ENSG00000083099"	"ENSG00000083099"	0.0775108187035743
"ENSG00000124160"	"ENSG00000124160"	0.0775119736049776
"ENSG00000118308"	"ENSG00000118308"	0.0775165313260009
"ENSG00000065518"	"ENSG00000065518"	0.0775249669816206
"ENSG00000139146"	"ENSG00000139146"	0.0775932039841433
"ENSG00000196305"	"ENSG00000196305"	0.0779164847136773
"ENSG00000101199"	"ENSG00000101199"	0.0781217837259147
"ENSG00000006282"	"ENSG00000006282"	0.0784113761100564
"ENSG00000168273"	"ENSG00000168273"	0.0785166129326932
"ENSG00000155903"	"ENSG00000155903"	0.0785425933413913
"ENSG00000164398"	"ENSG00000164398"	0.078589324382809
"ENSG00000065559"	"ENSG00000065559"	0.0786203256071885
"ENSG00000203799"	"ENSG00000203799"	0.0793110194722577
"ENSG00000129473"	"ENSG00000129473"	0.079358707435618
"ENSG00000131470"	"ENSG00000131470"	0.0793795561126371
"ENSG00000119318"	"ENSG00000119318"	0.0794255069931342
"ENSG00000111860"	"ENSG00000111860"	0.0795219717042788
"ENSG00000101473"	"ENSG00000101473"	0.0795382749281211
"ENSG00000083290"	"ENSG00000083290"	0.0795849328558418
"ENSG00000070540"	"ENSG00000070540"	0.079635704913609
"ENSG00000153827"	"ENSG00000153827"	0.0798365043046193
"ENSG00000204220"	"ENSG00000204220"	0.0799602603299243
"ENSG00000171320"	"ENSG00000171320"	0.080006948148826
"ENSG00000129682"	"ENSG00000129682"	0.0801042272805861
"ENSG00000105700"	"ENSG00000105700"	0.0803218687433797
"ENSG00000163818"	"ENSG00000163818"	0.0803405568151943
"ENSG00000165359"	"ENSG00000165359"	0.0803878402488193
"ENSG00000103415"	"ENSG00000103415"	0.0804195168244706
"ENSG00000264343"	"ENSG00000264343"	0.0804321062732969
"ENSG00000140455"	"ENSG00000140455"	0.0805610346650456
"ENSG00000099992"	"ENSG00000099992"	0.0806044629834984
"ENSG00000179988"	"ENSG00000179988"	0.08089741047701
"ENSG00000139726"	"ENSG00000139726"	0.0813830143033249
"ENSG00000154001"	"ENSG00000154001"	0.0814444818239053
"ENSG00000162599"	"ENSG00000162599"	0.0816362169732793
"ENSG00000059378"	"ENSG00000059378"	0.0816619368702306
"ENSG00000168291"	"ENSG00000168291"	0.0817456147851005
"ENSG00000258405"	"ENSG00000258405"	0.0817548058917727
"ENSG00000152944"	"ENSG00000152944"	0.0818918986351033
"ENSG00000155561"	"ENSG00000155561"	0.0820307628225655
"ENSG00000115661"	"ENSG00000115661"	0.0820426119853272
"ENSG00000204070"	"ENSG00000204070"	0.0820516362974152
"ENSG00000186642"	"ENSG00000186642"	0.08216397073919
"ENSG00000179409"	"ENSG00000179409"	0.0822555536206747
"ENSG00000188690"	"ENSG00000188690"	0.0823709215739731
"ENSG00000149761"	"ENSG00000149761"	0.0825518434036305
"ENSG00000106069"	"ENSG00000106069"	0.0826784764756364
"ENSG00000135540"	"ENSG00000135540"	0.0827503941333185
"ENSG00000168438"	"ENSG00000168438"	0.0827766506773209
"ENSG00000235194"	"ENSG00000235194"	0.0827798828861925
"ENSG00000092148"	"ENSG00000092148"	0.082783763179283
"ENSG00000139737"	"ENSG00000139737"	0.0829099234036738
"ENSG00000138829"	"ENSG00000138829"	0.0829125646826456
"ENSG00000179115"	"ENSG00000179115"	0.0829172964648824
"ENSG00000118412"	"ENSG00000118412"	0.0829314116722163
"ENSG00000198646"	"ENSG00000198646"	0.0829333785595318
"ENSG00000114388"	"ENSG00000114388"	0.0829499638896898
"ENSG00000151422"	"ENSG00000151422"	0.0829501099834395
"ENSG00000143420"	"ENSG00000143420"	0.0829560826260579
"ENSG00000136536"	"ENSG00000136536"	0.0830315862690808
"ENSG00000135999"	"ENSG00000135999"	0.0830600541367316
"ENSG00000106070"	"ENSG00000106070"	0.0831856382863257
"ENSG00000133316"	"ENSG00000133316"	0.0832024868934231
"ENSG00000113013"	"ENSG00000113013"	0.083379447884232
"ENSG00000136381"	"ENSG00000136381"	0.0834887481891866
"ENSG00000121864"	"ENSG00000121864"	0.0835809188823699
"ENSG00000070182"	"ENSG00000070182"	0.0835984342372157
"ENSG00000108306"	"ENSG00000108306"	0.0837083771820088
"ENSG00000119953"	"ENSG00000119953"	0.0837329543632696
"ENSG00000242779"	"ENSG00000242779"	0.0838343069152638
"ENSG00000051620"	"ENSG00000051620"	0.0838531395267469
"ENSG00000127663"	"ENSG00000127663"	0.0839434933753861
"ENSG00000213085"	"ENSG00000213085"	0.0839510589649414
"ENSG00000196323"	"ENSG00000196323"	0.0841563625343375
"ENSG00000198876"	"ENSG00000198876"	0.0842241404152551
"ENSG00000151353"	"ENSG00000151353"	0.0842429247557194
"ENSG00000064607"	"ENSG00000064607"	0.0842873526103216
"ENSG00000147789"	"ENSG00000147789"	0.084359078133958
"ENSG00000176209"	"ENSG00000176209"	0.084378085341103
"ENSG00000183077"	"ENSG00000183077"	0.0843823705442594
"ENSG00000104886"	"ENSG00000104886"	0.0844254109660563
"ENSG00000174842"	"ENSG00000174842"	0.0844877957436148
"ENSG00000145494"	"ENSG00000145494"	0.0845113026050425
"ENSG00000135387"	"ENSG00000135387"	0.0845349306003372
"ENSG00000049759"	"ENSG00000049759"	0.0845540803551059
"ENSG00000104671"	"ENSG00000104671"	0.0847101762378458
"ENSG00000163719"	"ENSG00000163719"	0.0847935960269247
"ENSG00000130165"	"ENSG00000130165"	0.0847959922952154
"ENSG00000177951"	"ENSG00000177951"	0.0848053301311682
"ENSG00000196705"	"ENSG00000196705"	0.084820584554389
"ENSG00000153029"	"ENSG00000153029"	0.0848249096770463
"ENSG00000185808"	"ENSG00000185808"	0.0849178638016453
"ENSG00000145293"	"ENSG00000145293"	0.0852842069042524
"ENSG00000215021"	"ENSG00000215021"	0.0852896762921873
"ENSG00000143933"	"ENSG00000143933"	0.0855832904273706
"ENSG00000156515"	"ENSG00000156515"	0.0856645813775324
"ENSG00000184009"	"ENSG00000184009"	0.0856691422317143
"ENSG00000122545"	"ENSG00000122545"	0.0858126249133373
"ENSG00000262246"	"ENSG00000262246"	0.0859058875885431
"ENSG00000139160"	"ENSG00000139160"	0.0859106112708772
"ENSG00000070190"	"ENSG00000070190"	0.0859530844999515
"ENSG00000104093"	"ENSG00000104093"	0.0859561504009758
"ENSG00000158042"	"ENSG00000158042"	0.0860130367592206
"ENSG00000136404"	"ENSG00000136404"	0.0860158166107156
"ENSG00000072163"	"ENSG00000072163"	0.086031784159949
"ENSG00000150990"	"ENSG00000150990"	0.0860498570492869
"ENSG00000198836"	"ENSG00000198836"	0.086097770848675
"ENSG00000152422"	"ENSG00000152422"	0.0863085938240548
"ENSG00000119705"	"ENSG00000119705"	0.086344436464814
"ENSG00000213380"	"ENSG00000213380"	0.0864671743663769
"ENSG00000170113"	"ENSG00000170113"	0.0864851298568761
"ENSG00000005175"	"ENSG00000005175"	0.0865009514814712
"ENSG00000118518"	"ENSG00000118518"	0.0865394517389367
"ENSG00000121310"	"ENSG00000121310"	0.0866352434616204
"ENSG00000115761"	"ENSG00000115761"	0.0866684997367292
"ENSG00000111674"	"ENSG00000111674"	0.086804608760607
"ENSG00000196214"	"ENSG00000196214"	0.0868085068612877
"ENSG00000188603"	"ENSG00000188603"	0.0869287532444785
"ENSG00000174944"	"ENSG00000174944"	0.0869370717006021
"ENSG00000198945"	"ENSG00000198945"	0.0869632566015939
"ENSG00000052795"	"ENSG00000052795"	0.0869655129999341
"ENSG00000127507"	"ENSG00000127507"	0.0869767468483277
"ENSG00000136933"	"ENSG00000136933"	0.0869895168288812
"ENSG00000114054"	"ENSG00000114054"	0.0869922877606388
"ENSG00000100578"	"ENSG00000100578"	0.0870033335119562
"ENSG00000117906"	"ENSG00000117906"	0.0870122218002756
"ENSG00000198948"	"ENSG00000198948"	0.087038423190545
"ENSG00000136813"	"ENSG00000136813"	0.087043743287144
"ENSG00000138030"	"ENSG00000138030"	0.0871724736711609
"ENSG00000141556"	"ENSG00000141556"	0.0872031672747096
"ENSG00000152904"	"ENSG00000152904"	0.0872192585165942
"ENSG00000105053"	"ENSG00000105053"	0.087227492889247
"ENSG00000204954"	"ENSG00000204954"	0.0873894021325191
"ENSG00000159131"	"ENSG00000159131"	0.0874270914660034
"ENSG00000167977"	"ENSG00000167977"	0.0874303345784259
"ENSG00000064666"	"ENSG00000064666"	0.0874645490854139
"ENSG00000134333"	"ENSG00000134333"	0.0874902692434198
"ENSG00000180329"	"ENSG00000180329"	0.0875759291191111
"ENSG00000196782"	"ENSG00000196782"	0.0875789389514088
"ENSG00000141741"	"ENSG00000141741"	0.0875813437646571
"ENSG00000133056"	"ENSG00000133056"	0.0876540596073502
"ENSG00000135917"	"ENSG00000135917"	0.0877102452329207
"ENSG00000093000"	"ENSG00000093000"	0.0877228970213839
"ENSG00000120885"	"ENSG00000120885"	0.0877655875050089
"ENSG00000183020"	"ENSG00000183020"	0.0878127272829683
"ENSG00000130713"	"ENSG00000130713"	0.0882544471092347
"ENSG00000073584"	"ENSG00000073584"	0.0883398805917282
"ENSG00000164068"	"ENSG00000164068"	0.0883716040973844
"ENSG00000160961"	"ENSG00000160961"	0.0883763914121024
"ENSG00000105568"	"ENSG00000105568"	0.0883990538235485
"ENSG00000105202"	"ENSG00000105202"	0.0884245670135847
"ENSG00000171103"	"ENSG00000171103"	0.088427001748877
"ENSG00000153832"	"ENSG00000153832"	0.0884828038198148
"ENSG00000173198"	"ENSG00000173198"	0.0885810344883657
"ENSG00000117616"	"ENSG00000117616"	0.0887613664853025
"ENSG00000124731"	"ENSG00000124731"	0.088825034174058
"ENSG00000068438"	"ENSG00000068438"	0.0889042630492683
"ENSG00000255529"	"ENSG00000255529"	0.0889100231696224
"ENSG00000128815"	"ENSG00000128815"	0.0889128686278461
"ENSG00000023909"	"ENSG00000023909"	0.088951532630694
"ENSG00000136040"	"ENSG00000136040"	0.0890618391466629
"ENSG00000106617"	"ENSG00000106617"	0.0890767621539911
"ENSG00000123444"	"ENSG00000123444"	0.089082463821298
"ENSG00000127540"	"ENSG00000127540"	0.0890839578055194
"ENSG00000178700"	"ENSG00000178700"	0.0891601096225134
"ENSG00000174953"	"ENSG00000174953"	0.0892658022118358
"ENSG00000114933"	"ENSG00000114933"	0.0892729317154027
"ENSG00000269713"	"ENSG00000269713"	0.0892744071168823
"ENSG00000166333"	"ENSG00000166333"	0.0893366200073332
"ENSG00000100403"	"ENSG00000100403"	0.0893479070266972
"ENSG00000125089"	"ENSG00000125089"	0.0893482491908613
"ENSG00000171161"	"ENSG00000171161"	0.0893885377350467
"ENSG00000134697"	"ENSG00000134697"	0.0894448128622666
"ENSG00000139546"	"ENSG00000139546"	0.0894457875691608
"ENSG00000172785"	"ENSG00000172785"	0.0895308199667348
"ENSG00000151575"	"ENSG00000151575"	0.0895363225609085
"ENSG00000164733"	"ENSG00000164733"	0.089601176737968
"ENSG00000185009"	"ENSG00000185009"	0.0896929404785503
"ENSG00000125827"	"ENSG00000125827"	0.0897615797576818
"ENSG00000197006"	"ENSG00000197006"	0.0898694306341534
"ENSG00000078804"	"ENSG00000078804"	0.0899086297880288
"ENSG00000176407"	"ENSG00000176407"	0.0899817915084909
"ENSG00000172794"	"ENSG00000172794"	0.0900047202819595
"ENSG00000103245"	"ENSG00000103245"	0.09007764394266
"ENSG00000065150"	"ENSG00000065150"	0.0901308174435727
"ENSG00000198918"	"ENSG00000198918"	0.0901467896998074
"ENSG00000175416"	"ENSG00000175416"	0.0901944801903407
"ENSG00000198793"	"ENSG00000198793"	0.0905078200197963
"ENSG00000105877"	"ENSG00000105877"	0.0907126487490997
"ENSG00000156500"	"ENSG00000156500"	0.0907224079287893
"ENSG00000124333"	"ENSG00000124333"	0.0907454009920823
"ENSG00000197756"	"ENSG00000197756"	0.0909580711487657
"ENSG00000240230"	"ENSG00000240230"	0.0910002584152838
"ENSG00000181555"	"ENSG00000181555"	0.0910547563421674
"ENSG00000144895"	"ENSG00000144895"	0.0910990565868093
"ENSG00000011566"	"ENSG00000011566"	0.0914110959981272
"ENSG00000133742"	"ENSG00000133742"	0.0915975746756823
"ENSG00000196387"	"ENSG00000196387"	0.0916171615021846
"ENSG00000141084"	"ENSG00000141084"	0.0916760350114394
"ENSG00000140968"	"ENSG00000140968"	0.0918061364478192
"ENSG00000180228"	"ENSG00000180228"	0.0922938879807051
"ENSG00000169682"	"ENSG00000169682"	0.0923064363747727
"ENSG00000166908"	"ENSG00000166908"	0.0924071548215214
"ENSG00000088727"	"ENSG00000088727"	0.0924259053634297
"ENSG00000003509"	"ENSG00000003509"	0.0924512854669404
"ENSG00000117593"	"ENSG00000117593"	0.0924559097855864
"ENSG00000090661"	"ENSG00000090661"	0.0924570712289338
"ENSG00000152229"	"ENSG00000152229"	0.0925129846194631
"ENSG00000241973"	"ENSG00000241973"	0.0925398251577345
"ENSG00000130775"	"ENSG00000130775"	0.0927254132461032
"ENSG00000148120"	"ENSG00000148120"	0.0929694512129184
"ENSG00000145736"	"ENSG00000145736"	0.0929728357657131
"ENSG00000106009"	"ENSG00000106009"	0.093062777422335
"ENSG00000090612"	"ENSG00000090612"	0.0932647740229902
"ENSG00000183597"	"ENSG00000183597"	0.0934401015928825
"ENSG00000134243"	"ENSG00000134243"	0.0934922365729041
"ENSG00000088832"	"ENSG00000088832"	0.0934931672808778
"ENSG00000105778"	"ENSG00000105778"	0.0935823426134307
"ENSG00000116977"	"ENSG00000116977"	0.0935979464896579
"ENSG00000100632"	"ENSG00000100632"	0.0936007765065687
"ENSG00000203747"	"ENSG00000203747"	0.093615368031805
