"geneID"	"txID"	"gene"	"transcript"
"277"	"ENSG00000105193"	"ENST00000595386"	6.77886773586682e-08	0.951974091044865
"278"	"ENSG00000105193"	"ENST00000602153"	6.77886773586682e-08	1
"279"	"ENSG00000142534"	"ENST00000270625"	2.34879576106144e-12	9.10997826621748e-09
"280"	"ENSG00000142534"	"ENST00000602252"	2.34879576106144e-12	1.73334548773524e-14
"281"	"ENSG00000142534"	"ENST00000594493"	2.34879576106144e-12	1
"282"	"ENSG00000142534"	"ENST00000599167"	2.34879576106144e-12	8.15931044614665e-11
"283"	"ENSG00000142534"	"ENST00000601306"	2.34879576106144e-12	1
"284"	"ENSG00000142534"	"ENST00000596873"	2.34879576106144e-12	1
"285"	"ENSG00000142534"	"ENST00000600027"	2.34879576106144e-12	1
"286"	"ENSG00000142534"	"ENST00000601216"	2.34879576106144e-12	1
"287"	"ENSG00000142534"	"ENST00000599561"	2.34879576106144e-12	1
"288"	"ENSG00000108107"	"ENST00000559463"	0.00482932029632967	1
"289"	"ENSG00000108107"	"ENST00000344063"	0.00482932029632967	1
"290"	"ENSG00000108107"	"ENST00000560583"	0.00482932029632967	0.0656419658583071
"291"	"ENSG00000108107"	"ENST00000558815"	0.00482932029632967	0.359661835353583
"292"	"ENSG00000108107"	"ENST00000426763"	0.00482932029632967	0.00304802540647612
"293"	"ENSG00000108107"	"ENST00000560055"	0.00482932029632967	0.0113535042869941
"294"	"ENSG00000108107"	"ENST00000428193"	0.00482932029632967	1
"295"	"ENSG00000108107"	"ENST00000560881"	0.00482932029632967	1
"296"	"ENSG00000108107"	"ENST00000558131"	0.00482932029632967	1
"297"	"ENSG00000197958"	"ENST00000361436"	0.0329517149935232	0.0349037634781244
"298"	"ENSG00000197958"	"ENST00000497825"	0.0329517149935232	0.0880303449201753
"299"	"ENSG00000197958"	"ENST00000497322"	0.0329517149935232	0.0161718515666703
"300"	"ENSG00000197958"	"ENST00000536368"	0.0329517149935232	0.0948931396905584
"301"	"ENSG00000197958"	"ENST00000483598"	0.0329517149935232	1
"302"	"ENSG00000166441"	"ENST00000530022"	0.000652657013628092	0.00381185760279174
"303"	"ENSG00000166441"	"ENST00000524496"	0.000652657013628092	0.0407150824126504
"304"	"ENSG00000166441"	"ENST00000314138"	0.000652657013628092	0.00176787598028142
"305"	"ENSG00000166441"	"ENST00000534599"	0.000652657013628092	1
"306"	"ENSG00000166441"	"ENST00000532359"	0.000652657013628092	1
"307"	"ENSG00000166441"	"ENST00000530585"	0.000652657013628092	0.000570980998547497
"308"	"ENSG00000166441"	"ENST00000531978"	0.000652657013628092	0.340563551133162
"309"	"ENSG00000166441"	"ENST00000525981"	0.000652657013628092	0.00237732600910304
"310"	"ENSG00000166441"	"ENST00000530913"	0.000652657013628092	0.000282456511278854
"311"	"ENSG00000166441"	"ENST00000529227"	0.000652657013628092	1
"312"	"ENSG00000110700"	"ENST00000525634"	0	1
"313"	"ENSG00000110700"	"ENST00000526895"	0	1
"314"	"ENSG00000110700"	"ENST00000525828"	0	3.55350889963781e-17
"315"	"ENSG00000110700"	"ENST00000531908"	0	0.0380347958035272
"316"	"ENSG00000110700"	"ENST00000533969"	0	0.0571420302603839
"317"	"ENSG00000110700"	"ENST00000228140"	0	1
"318"	"ENSG00000110700"	"ENST00000531008"	0	1
"319"	"ENSG00000110700"	"ENST00000527571"	0	0.00486568963756371
"320"	"ENSG00000110700"	"ENST00000528074"	0	1
"321"	"ENSG00000110700"	"ENST00000534329"	0	1
"322"	"ENSG00000131469"	"ENST00000253788"	0.183438177508799	NA
"323"	"ENSG00000131469"	"ENST00000593262"	0.183438177508799	NA
"324"	"ENSG00000131469"	"ENST00000588830"	0.183438177508799	NA
"325"	"ENSG00000131469"	"ENST00000589913"	0.183438177508799	NA
"326"	"ENSG00000131469"	"ENST00000586277"	0.183438177508799	NA
"327"	"ENSG00000131469"	"ENST00000589037"	0.183438177508799	NA
"328"	"ENSG00000147604"	"ENST00000352983"	6.11054535473359e-10	8.25261197429667e-12
"329"	"ENSG00000147604"	"ENST00000487500"	6.11054535473359e-10	1.54919609022839e-09
"330"	"ENSG00000147604"	"ENST00000396467"	6.11054535473359e-10	1
"331"	"ENSG00000147604"	"ENST00000431653"	6.11054535473359e-10	1
"332"	"ENSG00000147604"	"ENST00000466821"	6.11054535473359e-10	1
"333"	"ENSG00000147604"	"ENST00000396465"	6.11054535473359e-10	0.0810018828355556
"334"	"ENSG00000105372"	"ENST00000598742"	0.0530481769415682	NA
"335"	"ENSG00000105372"	"ENST00000221975"	0.0530481769415682	NA
"336"	"ENSG00000105372"	"ENST00000593863"	0.0530481769415682	NA
"337"	"ENSG00000105372"	"ENST00000598399"	0.0530481769415682	NA
"338"	"ENSG00000105372"	"ENST00000598466"	0.0530481769415682	NA
"339"	"ENSG00000105372"	"ENST00000601492"	0.0530481769415682	NA
"340"	"ENSG00000197728"	"ENST00000552361"	0.430036606443642	NA
"341"	"ENSG00000197728"	"ENST00000356464"	0.430036606443642	NA
"342"	"ENSG00000197728"	"ENST00000548590"	0.430036606443642	NA
"343"	"ENSG00000186468"	"ENST00000296674"	0.116983373905921	NA
"344"	"ENSG00000186468"	"ENST00000504293"	0.116983373905921	NA
"345"	"ENSG00000186468"	"ENST00000507980"	0.116983373905921	NA
"346"	"ENSG00000186468"	"ENST00000511844"	0.116983373905921	NA
"347"	"ENSG00000186468"	"ENST00000503605"	0.116983373905921	NA
